Argument ID,Openness to change,Self-enhancement,Conservation,Self-transcendence
A32396,0,1,1,1
A32397,0,0,1,0
A32398,1,0,0,1
A32399,0,0,1,1
A32400,0,1,1,1
A32401,0,0,1,0
A32402,1,0,1,1
A32403,0,1,1,1
A32404,0,1,1,1
A32405,1,1,1,1
A32406,0,0,0,1
A32407,0,0,1,0
A32408,0,0,1,1
A32409,0,1,1,0
A32410,1,0,1,0
A32411,1,0,0,1
A32412,0,1,1,0
A32413,0,1,0,1
A32414,0,1,0,1
A32415,0,0,1,1
A32416,1,0,1,0
A32417,0,0,1,1
A32418,0,1,0,1
A32419,0,0,1,1
A32420,0,0,0,1
A32421,0,0,1,1
A32422,1,1,1,1
A32423,0,0,1,1
A32424,0,0,1,0
A32425,0,0,1,1
A32426,0,1,0,1
A32427,0,1,1,1
A32428,0,1,0,1
A32429,0,0,0,1
A32430,0,1,1,1
A32431,0,0,1,1
A32432,0,0,0,1
A32433,0,0,0,1
A32434,0,0,1,1
A32435,0,0,1,1
A32436,0,1,1,0
A32437,0,0,0,1
A32438,0,0,1,1
A32439,0,1,1,0
A32440,0,1,0,1
A32441,1,1,0,1
A32442,0,0,1,1
A32443,0,0,1,0
A32444,0,0,1,1
A32445,1,0,1,0
A32446,0,0,1,0
A32447,1,0,1,1
A32448,0,0,1,1
A32449,0,1,1,1
A32450,0,0,1,1
A32451,0,1,1,0
A32452,0,1,1,1
A32453,1,0,1,1
A32454,1,0,0,1
A32455,1,1,1,0
A32456,0,0,1,1
A32457,1,0,0,1
A32458,0,0,1,1
A32459,1,1,1,1
A32460,0,1,1,1
A32461,0,1,1,1
A32462,1,1,1,1
A32463,0,0,1,0
A32464,0,0,1,1
A32465,1,1,1,1
A32466,0,1,1,1
A32467,1,0,1,1
A32468,0,1,1,1
A32469,1,0,0,1
A32470,0,1,1,1
A32471,1,1,1,0
A32472,0,0,1,1
A32473,0,0,1,1
A32474,1,0,1,0
A32475,0,1,1,0
A32476,0,1,1,1
A32477,0,0,1,1
A32478,0,0,1,1
A32479,0,1,1,0
A32480,0,1,0,1
A32481,0,0,1,0
A32482,0,0,1,0
A32483,0,0,1,1
A32484,0,1,1,1
A32485,0,1,1,1
A32486,0,0,1,1
A32487,1,0,0,1
A32488,0,1,1,1
A32489,1,0,1,1
A32490,1,0,1,1
A32491,0,1,1,0
A32492,0,0,1,0
A32493,0,0,1,0
A32494,0,1,0,0
A32495,0,0,0,1
A32496,0,0,1,1
A32497,0,0,1,1
A32498,0,0,0,1
A32499,0,0,1,1
A32500,0,0,1,1
D01001,0,0,0,1
D01002,0,0,0,1
D01003,0,1,0,1
D01004,0,1,0,0
D01005,0,1,0,1
D01006,0,0,0,1
D01007,1,1,1,1
D01008,1,0,0,0
D01009,0,1,0,1
D01010,1,1,0,1
D01018,1,1,0,1
D01019,0,1,1,1
D01020,1,1,0,1
D01021,1,0,1,0
D01022,1,1,1,0
D01023,1,1,1,1
D01024,1,0,1,1
D01025,0,1,1,1
D01072,0,1,1,1
D01073,0,1,1,0
D01074,1,1,1,1
D01075,1,1,0,1
D01089,0,0,1,1
D01090,0,0,1,1
D01091,0,1,1,1
D01092,0,1,1,1
D01117,0,0,1,1
D01118,0,0,1,1
D01119,0,0,0,1
D01120,0,0,0,1
D01121,0,0,0,1
D01122,0,0,0,1
D01123,0,0,1,1
D01129,1,0,1,1
D01130,0,0,1,1
D01131,0,0,1,1
D01132,0,0,1,0
D01133,0,0,1,1
D01134,0,1,1,0
D01135,1,0,1,0
D01136,0,0,1,1
D01137,0,0,0,1
D01138,0,0,1,1
D01150,0,0,1,1
D01151,0,1,0,1
D01152,0,0,0,1
D01153,1,1,1,1
D01154,0,1,1,1
D01155,0,0,1,1
D02001,1,0,1,0
D02002,0,1,1,1
D02003,0,0,1,1
D02004,0,1,1,1
D02005,0,0,1,0
D02006,0,0,1,1
D02007,0,0,0,1
D02008,0,1,1,1
D02009,0,0,1,1
D02010,0,1,1,1
D02011,0,1,0,1
D02012,1,1,0,1
D02043,0,1,1,1
D02044,0,0,1,1
D02045,1,1,0,1
D02046,1,1,0,0
D02059,0,0,0,1
D02060,1,1,1,1
D02061,0,0,0,1
D02062,0,1,1,1
D03002,0,1,1,1
D03003,1,0,1,1
D03004,1,0,1,1
D03005,1,0,1,1
D03006,1,1,1,1
D03016,0,1,1,1
D03017,0,1,1,1
D03018,0,0,1,1
D03019,0,1,1,1
D03025,0,1,1,1
D03026,0,0,1,1
D03027,1,1,1,0
D03028,0,1,1,1
D03029,0,1,1,1
E01010,0,0,1,1
E01011,0,1,1,1
E01012,0,0,1,1
E01016,0,1,1,1
E01017,0,0,1,1
E01041,0,1,1,1
E01042,0,0,0,1
E01043,0,0,1,1
E01046,0,0,1,0
E01047,1,0,0,1
E01048,0,1,0,1
E01049,0,1,1,1
E01057,1,1,0,0
E01058,1,1,0,0
E01062,0,1,1,1
E01063,0,1,1,1
E01064,0,0,0,1
E01066,0,1,0,1
E01067,0,1,1,1
E01068,0,0,1,1
E01085,0,0,1,1
E01086,0,0,1,1
E01087,0,0,0,1
E01088,1,1,1,0
E01089,0,0,0,1
E01090,0,0,0,1
E01095,1,0,1,1
E01096,0,0,0,1
E01097,0,0,1,1
E01098,0,0,0,1
E01122,1,0,1,1
E01123,1,1,1,0
E01124,0,0,0,1
E01125,0,1,1,0
E01131,1,1,0,0
E01133,0,1,1,1
E01134,1,0,0,1
E01135,0,0,1,1
E01136,1,0,0,0
E01137,0,0,1,0
E01138,0,1,0,1
E01139,0,1,0,0
E01140,0,1,1,1
E01141,0,1,1,1
E01144,0,1,0,1
E01145,1,1,1,1
E01148,1,1,1,1
E01149,1,0,1,0
E01150,0,0,1,0
E01151,0,1,1,0
E01153,0,1,1,0
E01154,1,1,0,0
E01155,0,1,0,1
E01156,1,1,0,1
E01157,0,1,1,1
E01158,0,1,0,0
E01160,0,1,1,0
E01161,0,1,0,0
E01162,0,1,1,1
E01164,0,1,0,0
E01165,0,1,1,0
E01166,1,1,0,1
E01167,0,1,1,0
E01168,0,1,1,1
E01169,0,1,1,1
E01170,0,0,1,1
E02077,1,1,1,1
E02078,1,0,1,1
E02079,0,0,1,1
E02080,0,1,1,1
E02081,0,0,1,0
E02082,1,1,1,1
E02083,0,1,0,0
E02084,0,1,1,1
E02085,0,0,0,1
E02086,1,1,1,0
E02087,0,1,1,1
E02088,1,1,1,1
E02089,0,1,1,1
E02090,0,1,0,1
E02091,0,1,1,1
E02092,1,0,1,1
E02093,0,0,1,1
E02094,0,1,1,1
E02119,1,1,1,1
E02120,0,0,0,1
E03001,1,1,1,1
E03002,0,0,0,1
E03021,0,0,1,1
E03022,0,0,0,1
E03023,0,0,0,1
E03024,0,0,1,1
E03034,0,0,1,1
E03035,0,0,0,1
E03036,0,1,0,1
E03043,0,0,1,1
E03044,0,0,1,1
E03056,1,1,0,1
E03062,0,0,0,1
E03075,0,1,1,1
E03083,1,0,1,0
E03084,0,1,0,1
E03085,0,1,1,1
E03086,0,1,0,1
E03087,0,0,1,1
E04003,0,1,1,0
E04004,0,1,1,1
E04005,0,0,0,1
E04006,0,0,1,0
E04007,0,1,1,0
E04009,0,1,1,1
E04010,1,0,1,0
E04011,0,0,1,1
E04017,0,0,1,0
E04018,0,0,1,1
E04055,0,1,1,1
E04056,0,0,0,1
E04057,1,1,1,1
E04058,0,0,1,0
E04059,0,0,1,0
E04060,1,0,1,1
E04061,1,0,1,0
E04065,0,0,1,0
E04068,0,0,1,1
E04069,1,0,1,1
E04073,0,1,1,1
E04074,1,0,1,0
E04093,1,1,0,1
E04094,0,0,1,1
E04095,0,0,1,1
E04116,0,0,1,1
E04117,0,0,1,1
E04135,0,0,1,0
E04136,1,1,1,1
E04150,0,0,0,1
E04159,1,1,1,0
E05006,1,1,1,1
E05007,1,0,1,0
E05008,1,1,0,1
E05009,0,0,1,0
E05038,1,1,0,1
E05041,0,0,0,1
E05057,0,1,0,0
E05058,0,1,0,1
E05065,1,1,0,1
E05075,1,1,1,1
E05077,1,1,1,1
E05078,0,1,0,0
E05086,0,0,0,1
E05091,1,1,0,1
E05092,0,1,1,0
E05093,1,0,1,1
E05095,0,0,1,1
E05100,0,0,1,1
E05103,0,0,1,1
E05109,0,1,1,1
E05110,1,1,1,1
E05114,0,1,1,1
E05117,1,1,0,1
E05123,0,0,1,1
E05128,1,1,1,1
E05132,0,0,0,1
E05134,0,0,0,1
E05135,0,0,0,1
E05137,1,1,0,1
E05138,0,0,1,1
E05144,1,1,1,1
E05147,1,0,1,1
E05149,1,0,0,1
E05150,1,1,1,1
E05151,1,0,0,1
E05152,1,1,0,1
E05153,1,0,1,1
E06001,0,0,1,0
E06002,0,0,0,1
E06021,0,1,1,1
E06034,0,0,1,1
E06035,1,0,0,1
E06037,0,0,1,1
E06051,1,0,0,1
E06066,1,0,1,1
E06072,1,0,1,1
E06073,1,0,1,1
E06074,1,0,1,1
E06080,1,0,0,1
E06081,1,0,0,1
E06082,0,0,1,1
E06090,1,0,0,1
E06096,0,1,0,1
E07024,0,0,1,1
E07041,0,1,1,1
E07042,1,0,1,0
E07043,1,0,1,1
E07090,0,1,1,1
E07091,1,1,0,1
E07097,0,0,1,1
E07098,0,0,1,1
E07127,1,1,1,1
E07139,0,0,0,1
E07140,0,0,1,0
E07141,0,0,1,0
E07146,1,0,1,1
E07147,1,0,1,1
E07148,0,0,0,1
E07155,1,1,0,1
E07156,1,1,1,0
E07160,1,1,1,1
E07161,0,0,1,1
E07169,0,0,1,1
E07170,1,0,1,1
E07171,0,0,1,1
E07174,0,1,1,0
E07175,0,0,1,1
E07176,0,1,0,1
E07192,0,1,1,1
E07245,0,1,1,1
E07246,0,0,1,1
E07247,0,1,1,1
E07250,0,0,1,1
E07254,0,0,1,1
E07255,1,1,1,0
E07266,0,0,1,0
E07272,0,0,1,0
E07273,0,0,1,1
E07275,1,1,1,1
E07280,1,1,0,1
E08023,0,0,1,1
